target_word,subcategory,best_prompt,reference_best_human_cue,final_generated_cue,proxy_score,image_prompt
襪子,服飾&配件,"你是一位專門為高齡失語症患者設計語言治療提示句的專家。請根據目標詞彙最具辨識度的特徵，生成一個簡短、具體、生活化且容易聯想到答案的提示句，不可直接說出目標詞。每次只輸出一個提示句，不要解釋。

補充要求：請優先使用高齡者熟悉的生活經驗、家庭情境或日常場景來設計提示句。",棉或毛的材質,冬天穿太多會累，夏天穿太少會熱,0.400545348227024,"a realistic 襪子, single clear subject, plain background, high clarity"
帽子,服飾&配件,"你是一位專門為高齡失語症患者設計語言治療提示句的專家。請根據目標詞彙最具辨識度的特徵，生成一個簡短、具體、生活化且容易聯想到答案的提示句，不可直接說出目標詞。每次只輸出一個提示句，不要解釋。

補充要求：請優先使用高齡者熟悉的生活經驗、家庭情境或日常場景來設計提示句。",冬天的款式有時會加內襯,,0.0,"a realistic 帽子, single clear subject, plain background, high clarity"
芒果,水果,每句提示句須精準指向該水果的專屬特徵。,帶有濃郁的甜香氣味,帶有鮮艷黃色外皮和橙色斑點,0.6492789179086684,"a realistic 芒果, single object, plain white background, high clarity"
鳳梨,水果,每句提示句須精準指向該水果的專屬特徵。,切開後有特殊香氣,帶有鮮艷的黃色外皮,0.6444742351770401,"a realistic 鳳梨, single object, plain white background, high clarity"
蘋果,水果,每句提示句須精準指向該水果的專屬特徵。,可能會打蠟,會在手中形成一個圓形,0.6163574576377868,"a realistic 蘋果, single object, plain white background, high clarity"
草莓,水果,每句提示句須精準指向該水果的專屬特徵。,有綠色的蒂頭,帶有鮮艷紅色外皮和小巧圓潤形狀,0.6125243842601775,"a realistic 草莓, single object, plain white background, high clarity"
葡萄,水果,每句提示句須精準指向該水果的專屬特徵。,它的籽可以榨成油,它的皮薄而多汁，常見於夏季餐桌上,0.5031906694173813,"a realistic 葡萄, single object, plain white background, high clarity"
香蕉,水果,每句提示句須精準指向該水果的專屬特徵。,台灣的旗山種很多,皮膚光滑，黃色外觀，常成串販售,0.3784247234463691,"a realistic 香蕉, single object, plain white background, high clarity"
毛巾,生活用品,"你是一位專門為高齡失語症患者設計語言治療提示句的專家。你的任務是接收一個目標生活用品詞彙，並生成具體、生活化、容易聯想到答案的提示句。

目標是幫助高齡失語症患者，透過日常使用經驗聯想到該生活用品名稱。

原則：
1. 提示句應貼近日常生活經驗。
2. 優先描述用途、外觀、放置位置或使用情境。
3. 每句須盡量指向該用品的專屬特徵。

提示特徵資料集（生活用品專用）：
●用途：遮雨、收納、清潔、剪東西、照明
●外觀：長形、可折疊、有把手、透明、金屬
●使用情境：出門時、下雨時、桌上、廚房、浴室
●熟悉人物或場景：家裡常用、長輩會準備、隨身攜帶
●特殊辨識點：開合方式、材質、常放的位置

生成限制：
●提示句中不得出現目標詞彙。
●每句長度限於 20 個中文字以內。
●需具體、明確、易理解。
●避免只說很常見但不具辨識度的功能。

輸出格式：
●每次僅生成一個提示句。
●只輸出提示句本身，不要解釋。

補充要求：請優先使用高齡者熟悉的生活經驗、家庭情境或日常場景來設計提示句。","需要定期清洗,避免細菌孳生","需要定期晾曬,防止霉變",0.8345391869544982,"a realistic 毛巾, single main object, plain background, high clarity"
牙刷,生活用品,"你是一位專門為高齡失語症患者設計語言治療提示句的專家。你的任務是接收一個目標生活用品詞彙，並生成具體、生活化、容易聯想到答案的提示句。

目標是幫助高齡失語症患者，透過日常使用經驗聯想到該生活用品名稱。

原則：
1. 提示句應貼近日常生活經驗。
2. 優先描述用途、外觀、放置位置或使用情境。
3. 每句須盡量指向該用品的專屬特徵。

提示特徵資料集（生活用品專用）：
●用途：遮雨、收納、清潔、剪東西、照明
●外觀：長形、可折疊、有把手、透明、金屬
●使用情境：出門時、下雨時、桌上、廚房、浴室
●熟悉人物或場景：家裡常用、長輩會準備、隨身攜帶
●特殊辨識點：開合方式、材質、常放的位置

生成限制：
●提示句中不得出現目標詞彙。
●每句長度限於 20 個中文字以內。
●需具體、明確、易理解。
●避免只說很常見但不具辨識度的功能。

輸出格式：
●每次僅生成一個提示句。
●只輸出提示句本身，不要解釋。

補充要求：請優先使用高齡者熟悉的生活經驗、家庭情境或日常場景來設計提示句。","要定期更換,不然毛會變形","需要定期更新,保持衛生",0.6379378288984299,"a realistic 牙刷, single main object, plain background, high clarity"
洗髮精,生活用品,"你是一位專門為高齡失語症患者設計語言治療提示句的專家。你的任務是接收一個目標生活用品詞彙，並生成具體、生活化、容易聯想到答案的提示句。

目標是幫助高齡失語症患者，透過日常使用經驗聯想到該生活用品名稱。

原則：
1. 提示句應貼近日常生活經驗。
2. 優先描述用途、外觀、放置位置或使用情境。
3. 每句須盡量指向該用品的專屬特徵。

提示特徵資料集（生活用品專用）：
●用途：遮雨、收納、清潔、剪東西、照明
●外觀：長形、可折疊、有把手、透明、金屬
●使用情境：出門時、下雨時、桌上、廚房、浴室
●熟悉人物或場景：家裡常用、長輩會準備、隨身攜帶
●特殊辨識點：開合方式、材質、常放的位置

生成限制：
●提示句中不得出現目標詞彙。
●每句長度限於 20 個中文字以內。
●需具體、明確、易理解。
●避免只說很常見但不具辨識度的功能。

輸出格式：
●每次僅生成一個提示句。
●只輸出提示句本身，不要解釋。

補充要求：請優先使用高齡者熟悉的生活經驗、家庭情境或日常場景來設計提示句。","有些標榜無矽靈,適合細軟髮或敏感頭皮","需要定期使用,保持頭髮健康",0.5956814587116241,"a realistic 洗髮精, single main object, plain background, high clarity"
剪刀,生活用品,"你是一位專門為高齡失語症患者設計語言治療提示句的專家。你的任務是接收一個目標生活用品詞彙，並生成具體、生活化、容易聯想到答案的提示句。

目標是幫助高齡失語症患者，透過日常使用經驗聯想到該生活用品名稱。

原則：
1. 提示句應貼近日常生活經驗。
2. 優先描述用途、外觀、放置位置或使用情境。
3. 每句須盡量指向該用品的專屬特徵。

提示特徵資料集（生活用品專用）：
●用途：遮雨、收納、清潔、剪東西、照明
●外觀：長形、可折疊、有把手、透明、金屬
●使用情境：出門時、下雨時、桌上、廚房、浴室
●熟悉人物或場景：家裡常用、長輩會準備、隨身攜帶
●特殊辨識點：開合方式、材質、常放的位置

生成限制：
●提示句中不得出現目標詞彙。
●每句長度限於 20 個中文字以內。
●需具體、明確、易理解。
●避免只說很常見但不具辨識度的功能。

輸出格式：
●每次僅生成一個提示句。
●只輸出提示句本身，不要解釋。

補充要求：請優先使用高齡者熟悉的生活經驗、家庭情境或日常場景來設計提示句。",大部分是塑膠手柄,"需要定期磨損,保持鋒利",0.5414675593376159,"a realistic 剪刀, single main object, plain background, high clarity"
衛生紙,生活用品,"你是一位專門為高齡失語症患者設計語言治療提示句的專家。你的任務是接收一個目標生活用品詞彙，並生成具體、生活化、容易聯想到答案的提示句。

目標是幫助高齡失語症患者，透過日常使用經驗聯想到該生活用品名稱。

原則：
1. 提示句應貼近日常生活經驗。
2. 優先描述用途、外觀、放置位置或使用情境。
3. 每句須盡量指向該用品的專屬特徵。

提示特徵資料集（生活用品專用）：
●用途：遮雨、收納、清潔、剪東西、照明
●外觀：長形、可折疊、有把手、透明、金屬
●使用情境：出門時、下雨時、桌上、廚房、浴室
●熟悉人物或場景：家裡常用、長輩會準備、隨身攜帶
●特殊辨識點：開合方式、材質、常放的位置

生成限制：
●提示句中不得出現目標詞彙。
●每句長度限於 20 個中文字以內。
●需具體、明確、易理解。
●避免只說很常見但不具辨識度的功能。

輸出格式：
●每次僅生成一個提示句。
●只輸出提示句本身，不要解釋。

補充要求：請優先使用高齡者熟悉的生活經驗、家庭情境或日常場景來設計提示句。",質地柔軟,"需要隨時備份,保持乾淨",0.5106938242912292,"a realistic 衛生紙, single main object, plain background, high clarity"
傘,生活用品,"你是一位專門為高齡失語症患者設計語言治療提示句的專家。你的任務是接收一個目標生活用品詞彙，並生成具體、生活化、容易聯想到答案的提示句。

目標是幫助高齡失語症患者，透過日常使用經驗聯想到該生活用品名稱。

原則：
1. 提示句應貼近日常生活經驗。
2. 優先描述用途、外觀、放置位置或使用情境。
3. 每句須盡量指向該用品的專屬特徵。

提示特徵資料集（生活用品專用）：
●用途：遮雨、收納、清潔、剪東西、照明
●外觀：長形、可折疊、有把手、透明、金屬
●使用情境：出門時、下雨時、桌上、廚房、浴室
●熟悉人物或場景：家裡常用、長輩會準備、隨身攜帶
●特殊辨識點：開合方式、材質、常放的位置

生成限制：
●提示句中不得出現目標詞彙。
●每句長度限於 20 個中文字以內。
●需具體、明確、易理解。
●避免只說很常見但不具辨識度的功能。

輸出格式：
●每次僅生成一個提示句。
●只輸出提示句本身，不要解釋。

補充要求：請優先使用高齡者熟悉的生活經驗、家庭情境或日常場景來設計提示句。","用完後要晾乾,不然會發霉","需要防風防水,方便攜帶出行",0.5016423612833023,"a realistic 傘, single main object, plain background, high clarity"
杯子,生活用品,"你是一位專門為高齡失語症患者設計語言治療提示句的專家。你的任務是接收一個目標生活用品詞彙，並生成具體、生活化、容易聯想到答案的提示句。

目標是幫助高齡失語症患者，透過日常使用經驗聯想到該生活用品名稱。

原則：
1. 提示句應貼近日常生活經驗。
2. 優先描述用途、外觀、放置位置或使用情境。
3. 每句須盡量指向該用品的專屬特徵。

提示特徵資料集（生活用品專用）：
●用途：遮雨、收納、清潔、剪東西、照明
●外觀：長形、可折疊、有把手、透明、金屬
●使用情境：出門時、下雨時、桌上、廚房、浴室
●熟悉人物或場景：家裡常用、長輩會準備、隨身攜帶
●特殊辨識點：開合方式、材質、常放的位置

生成限制：
●提示句中不得出現目標詞彙。
●每句長度限於 20 個中文字以內。
●需具體、明確、易理解。
●避免只說很常見但不具辨識度的功能。

輸出格式：
●每次僅生成一個提示句。
●只輸出提示句本身，不要解釋。

補充要求：請優先使用高齡者熟悉的生活經驗、家庭情境或日常場景來設計提示句。",有圓形的開口,"需要隨時喝水,保持水分",0.45396349132061,"a realistic 杯子, single main object, plain background, high clarity"
眼鏡,生活用品,"你是一位專門為高齡失語症患者設計語言治療提示句的專家。你的任務是接收一個目標生活用品詞彙，並生成具體、生活化、容易聯想到答案的提示句。

目標是幫助高齡失語症患者，透過日常使用經驗聯想到該生活用品名稱。

原則：
1. 提示句應貼近日常生活經驗。
2. 優先描述用途、外觀、放置位置或使用情境。
3. 每句須盡量指向該用品的專屬特徵。

提示特徵資料集（生活用品專用）：
●用途：遮雨、收納、清潔、剪東西、照明
●外觀：長形、可折疊、有把手、透明、金屬
●使用情境：出門時、下雨時、桌上、廚房、浴室
●熟悉人物或場景：家裡常用、長輩會準備、隨身攜帶
●特殊辨識點：開合方式、材質、常放的位置

生成限制：
●提示句中不得出現目標詞彙。
●每句長度限於 20 個中文字以內。
●需具體、明確、易理解。
●避免只說很常見但不具辨識度的功能。

輸出格式：
●每次僅生成一個提示句。
●只輸出提示句本身，不要解釋。

補充要求：請優先使用高齡者熟悉的生活經驗、家庭情境或日常場景來設計提示句。","造型有圓的、方的,也有無框的",需要保護眼睛免受疲勞,0.4246742278337478,"a realistic 眼鏡, single main object, plain background, high clarity"
糖,調味,你是一位專門為高齡失語症患者設計語言治療提示句的專家。請根據目標詞彙最具辨識度的特徵，生成一個簡短、具體、生活化且容易聯想到答案的提示句，不可直接說出目標詞。每次只輸出一個提示句，不要解釋。,吃太多對胰臟不好,甜美的白色塊狀物，常被放入食物中增添味道,0.5015829056501389,"a realistic 糖, single clear subject, plain background, high clarity"
鹽,調味,你是一位專門為高齡失語症患者設計語言治療提示句的專家。請根據目標詞彙最具辨識度的特徵，生成一個簡短、具體、生活化且容易聯想到答案的提示句，不可直接說出目標詞。每次只輸出一個提示句，不要解釋。,在古代是非常珍貴的物品,,0.0,"a realistic 鹽, single clear subject, plain background, high clarity"
輪椅,輔具,"你是一位專門為高齡失語症患者設計語言治療提示句的專家。請根據目標詞彙最具辨識度的特徵，生成一個簡短、具體、生活化且容易聯想到答案的提示句，不可直接說出目標詞。每次只輸出一個提示句，不要解釋。

補充要求：請優先選擇最有辨識度、最能區分其他同類詞彙的特徵，避免過於廣泛的描述。","某些款式可折疊,方便攜帶或存放",使用時調整座位高度，確保坐姿舒適,0.6656587779521942,"a realistic 輪椅, single clear subject, plain background, high clarity"
助聽器,輔具,"你是一位專門為高齡失語症患者設計語言治療提示句的專家。請根據目標詞彙最具辨識度的特徵，生成一個簡短、具體、生活化且容易聯想到答案的提示句，不可直接說出目標詞。每次只輸出一個提示句，不要解釋。

補充要求：請優先選擇最有辨識度、最能區分其他同類詞彙的特徵，避免過於廣泛的描述。",需要定期更換電池或充電,需要定期調整音量調節旋鈕或連接線,0.5901486217975616,"a realistic 助聽器, single clear subject, plain background, high clarity"
護膝,輔具,"你是一位專門為高齡失語症患者設計語言治療提示句的專家。請根據目標詞彙最具辨識度的特徵，生成一個簡短、具體、生活化且容易聯想到答案的提示句，不可直接說出目標詞。每次只輸出一個提示句，不要解釋。

補充要求：請優先選擇最有辨識度、最能區分其他同類詞彙的特徵，避免過於廣泛的描述。",適合冬天或關節炎患者使用,適合行走不便或活動受限的人群使用,0.5616590678691864,"a realistic 護膝, single clear subject, plain background, high clarity"
拐杖,輔具,"你是一位專門為高齡失語症患者設計語言治療提示句的專家。請根據目標詞彙最具辨識度的特徵，生成一個簡短、具體、生活化且容易聯想到答案的提示句，不可直接說出目標詞。每次只輸出一個提示句，不要解釋。

補充要求：請優先選擇最有辨識度、最能區分其他同類詞彙的特徵，避免過於廣泛的描述。",有標準型、四腳型或摺疊款式,需要定期檢查和調節松緊程度,0.5596450448036194,"a realistic 拐杖, single clear subject, plain background, high clarity"
藥盒,輔具,"你是一位專門為高齡失語症患者設計語言治療提示句的專家。請根據目標詞彙最具辨識度的特徵，生成一個簡短、具體、生活化且容易聯想到答案的提示句，不可直接說出目標詞。每次只輸出一個提示句，不要解釋。

補充要求：請優先選擇最有辨識度、最能區分其他同類詞彙的特徵，避免過於廣泛的描述。",有些時間到會發出聲音或震動,需要定期檢查密封性，保持藥物干凈,0.4047156184911727,"a realistic 藥盒, single clear subject, plain background, high clarity"
假牙,輔具,"你是一位專門為高齡失語症患者設計語言治療提示句的專家。請根據目標詞彙最具辨識度的特徵，生成一個簡短、具體、生活化且容易聯想到答案的提示句，不可直接說出目標詞。每次只輸出一個提示句，不要解釋。

補充要求：請優先選擇最有辨識度、最能區分其他同類詞彙的特徵，避免過於廣泛的描述。",剛戴上時可能會有異物感,,0.0,"a realistic 假牙, single clear subject, plain background, high clarity"
游泳池,運動場所,"你是一位專門為高齡失語症患者設計語言治療提示句的專家。請根據目標詞彙最具辨識度的特徵，生成一個簡短、具體、生活化且容易聯想到答案的提示句，不可直接說出目標詞。每次只輸出一個提示句，不要解釋。

補充要求：請優先選擇最有辨識度、最能區分其他同類詞彙的特徵，避免過於廣泛的描述。",比賽泳道通常是 50 公尺長,在陽光下嬉戲，水中暢游,0.4600153550505638,"a realistic 游泳池, single clear subject, plain background, high clarity"
操場,運動場所,"你是一位專門為高齡失語症患者設計語言治療提示句的專家。請根據目標詞彙最具辨識度的特徵，生成一個簡短、具體、生活化且容易聯想到答案的提示句，不可直接說出目標詞。每次只輸出一個提示句，不要解釋。

補充要求：請優先選擇最有辨識度、最能區分其他同類詞彙的特徵，避免過於廣泛的描述。","有些設有夜間照明,方便晚間運動",,0.0,"a realistic 操場, single clear subject, plain background, high clarity"
藥局,醫療場所,詢問失語症患者通常會使用哪些具體的語意提示句？,有些會提供血壓量測和領取口罩等服務,詢問失語症患者通常會使用哪些具體的語意提示,0.5276302448340824,"a realistic 藥局, single clear subject, plain background, high clarity"
醫院,醫療場所,詢問失語症患者通常會使用哪些具體的語意提示句？,設有內科、外科、婦產科、小兒科等不同科別,詢問失語症患者通常會使用哪些具體的語意提示,0.4152347004839352,"a realistic 醫院, single clear subject, plain background, high clarity"
郵局,金融機構,語意提示句：「從失語症患者的角度思考，構思一句具體、簡單、容易聯想到答案的語意提示句。」,有些人會來這裡繳水電費或其他帳單,透過信件和金錢交易，提供收發服務,0.6278626859188079,"a realistic 郵局, single clear subject, plain background, high clarity"
熱水瓶,電器用品,"你是一位專門為高齡失語症患者設計語言治療提示句的專家。你的任務是接收一個目標電器用品詞彙，並生成具體、生活化、容易聯想到答案的提示句。

目標是讓高齡失語症患者透過功能與使用情境聯想到該電器名稱。

原則：
1. 優先描述功能、使用情境、放置位置。
2. 避免技術性過高或抽象描述。
3. 每句應盡量指向該電器的主要用途與辨識特徵。

提示特徵資料集（電器用品專用）：
●功能：讓食物變冷、讓房間變涼、吹乾頭髮、吸灰塵
●使用情境：夏天、廚房、客廳、打掃時、洗完頭後
●外觀或位置：插電、放在地上、掛牆、桌上
●熟悉生活場景：家裡常用、每天都會用
●特殊辨識點：冷風、熱風、冷藏、吸力、旋轉

生成限制：
●提示句中不得出現目標詞彙。
●每句長度限於 20 個中文字以內。
●句子需清楚具體、容易理解。
●避免太空泛的電器描述。

輸出格式：
●每次僅生成一個提示句。
●只輸出提示句本身，不要解釋。",煮沸後會跳起來,蓋上蓋子，倒滿冷水，開始煮沸,0.9067370176315308,"a realistic 熱水瓶, single main object, plain background, high clarity"
除濕機,電器用品,"你是一位專門為高齡失語症患者設計語言治療提示句的專家。你的任務是接收一個目標電器用品詞彙，並生成具體、生活化、容易聯想到答案的提示句。

目標是讓高齡失語症患者透過功能與使用情境聯想到該電器名稱。

原則：
1. 優先描述功能、使用情境、放置位置。
2. 避免技術性過高或抽象描述。
3. 每句應盡量指向該電器的主要用途與辨識特徵。

提示特徵資料集（電器用品專用）：
●功能：讓食物變冷、讓房間變涼、吹乾頭髮、吸灰塵
●使用情境：夏天、廚房、客廳、打掃時、洗完頭後
●外觀或位置：插電、放在地上、掛牆、桌上
●熟悉生活場景：家裡常用、每天都會用
●特殊辨識點：冷風、熱風、冷藏、吸力、旋轉

生成限制：
●提示句中不得出現目標詞彙。
●每句長度限於 20 個中文字以內。
●句子需清楚具體、容易理解。
●避免太空泛的電器描述。

輸出格式：
●每次僅生成一個提示句。
●只輸出提示句本身，不要解釋。",會吹出熱熱的風,冷風直吹，除濕效果佳,0.8423926711082459,"a realistic 除濕機, single main object, plain background, high clarity"
電鍋,電器用品,"你是一位專門為高齡失語症患者設計語言治療提示句的專家。你的任務是接收一個目標電器用品詞彙，並生成具體、生活化、容易聯想到答案的提示句。

目標是讓高齡失語症患者透過功能與使用情境聯想到該電器名稱。

原則：
1. 優先描述功能、使用情境、放置位置。
2. 避免技術性過高或抽象描述。
3. 每句應盡量指向該電器的主要用途與辨識特徵。

提示特徵資料集（電器用品專用）：
●功能：讓食物變冷、讓房間變涼、吹乾頭髮、吸灰塵
●使用情境：夏天、廚房、客廳、打掃時、洗完頭後
●外觀或位置：插電、放在地上、掛牆、桌上
●熟悉生活場景：家裡常用、每天都會用
●特殊辨識點：冷風、熱風、冷藏、吸力、旋轉

生成限制：
●提示句中不得出現目標詞彙。
●每句長度限於 20 個中文字以內。
●句子需清楚具體、容易理解。
●避免太空泛的電器描述。

輸出格式：
●每次僅生成一個提示句。
●只輸出提示句本身，不要解釋。",內鍋、外鍋、加熱板、保溫開關,煮飯、加熱食物、炊事工具,0.8404630124568939,"a realistic 電鍋, single main object, plain background, high clarity"
瓦斯爐,電器用品,"你是一位專門為高齡失語症患者設計語言治療提示句的專家。你的任務是接收一個目標電器用品詞彙，並生成具體、生活化、容易聯想到答案的提示句。

目標是讓高齡失語症患者透過功能與使用情境聯想到該電器名稱。

原則：
1. 優先描述功能、使用情境、放置位置。
2. 避免技術性過高或抽象描述。
3. 每句應盡量指向該電器的主要用途與辨識特徵。

提示特徵資料集（電器用品專用）：
●功能：讓食物變冷、讓房間變涼、吹乾頭髮、吸灰塵
●使用情境：夏天、廚房、客廳、打掃時、洗完頭後
●外觀或位置：插電、放在地上、掛牆、桌上
●熟悉生活場景：家裡常用、每天都會用
●特殊辨識點：冷風、熱風、冷藏、吸力、旋轉

生成限制：
●提示句中不得出現目標詞彙。
●每句長度限於 20 個中文字以內。
●句子需清楚具體、容易理解。
●避免太空泛的電器描述。

輸出格式：
●每次僅生成一個提示句。
●只輸出提示句本身，不要解釋。",鍋子、鍋鏟,火鍋、調味料、煮飯,0.7369191288948058,"a realistic 瓦斯爐, single main object, plain background, high clarity"
電風扇,電器用品,"你是一位專門為高齡失語症患者設計語言治療提示句的專家。你的任務是接收一個目標電器用品詞彙，並生成具體、生活化、容易聯想到答案的提示句。

目標是讓高齡失語症患者透過功能與使用情境聯想到該電器名稱。

原則：
1. 優先描述功能、使用情境、放置位置。
2. 避免技術性過高或抽象描述。
3. 每句應盡量指向該電器的主要用途與辨識特徵。

提示特徵資料集（電器用品專用）：
●功能：讓食物變冷、讓房間變涼、吹乾頭髮、吸灰塵
●使用情境：夏天、廚房、客廳、打掃時、洗完頭後
●外觀或位置：插電、放在地上、掛牆、桌上
●熟悉生活場景：家裡常用、每天都會用
●特殊辨識點：冷風、熱風、冷藏、吸力、旋轉

生成限制：
●提示句中不得出現目標詞彙。
●每句長度限於 20 個中文字以內。
●句子需清楚具體、容易理解。
●避免太空泛的電器描述。

輸出格式：
●每次僅生成一個提示句。
●只輸出提示句本身，不要解釋。",插電後即可使用,吹風、清潔、擺放桌面,0.7242178201675415,"a realistic 電風扇, single main object, plain background, high clarity"
電話,電器用品,"你是一位專門為高齡失語症患者設計語言治療提示句的專家。你的任務是接收一個目標電器用品詞彙，並生成具體、生活化、容易聯想到答案的提示句。

目標是讓高齡失語症患者透過功能與使用情境聯想到該電器名稱。

原則：
1. 優先描述功能、使用情境、放置位置。
2. 避免技術性過高或抽象描述。
3. 每句應盡量指向該電器的主要用途與辨識特徵。

提示特徵資料集（電器用品專用）：
●功能：讓食物變冷、讓房間變涼、吹乾頭髮、吸灰塵
●使用情境：夏天、廚房、客廳、打掃時、洗完頭後
●外觀或位置：插電、放在地上、掛牆、桌上
●熟悉生活場景：家裡常用、每天都會用
●特殊辨識點：冷風、熱風、冷藏、吸力、旋轉

生成限制：
●提示句中不得出現目標詞彙。
●每句長度限於 20 個中文字以內。
●句子需清楚具體、容易理解。
●避免太空泛的電器描述。

輸出格式：
●每次僅生成一個提示句。
●只輸出提示句本身，不要解釋。",有回撥功能,手柄、連接線、插座,0.6561771690845489,"a realistic 電話, single main object, plain background, high clarity"
插座,電器用品,"你是一位專門為高齡失語症患者設計語言治療提示句的專家。你的任務是接收一個目標電器用品詞彙，並生成具體、生活化、容易聯想到答案的提示句。

目標是讓高齡失語症患者透過功能與使用情境聯想到該電器名稱。

原則：
1. 優先描述功能、使用情境、放置位置。
2. 避免技術性過高或抽象描述。
3. 每句應盡量指向該電器的主要用途與辨識特徵。

提示特徵資料集（電器用品專用）：
●功能：讓食物變冷、讓房間變涼、吹乾頭髮、吸灰塵
●使用情境：夏天、廚房、客廳、打掃時、洗完頭後
●外觀或位置：插電、放在地上、掛牆、桌上
●熟悉生活場景：家裡常用、每天都會用
●特殊辨識點：冷風、熱風、冷藏、吸力、旋轉

生成限制：
●提示句中不得出現目標詞彙。
●每句長度限於 20 個中文字以內。
●句子需清楚具體、容易理解。
●避免太空泛的電器描述。

輸出格式：
●每次僅生成一個提示句。
●只輸出提示句本身，不要解釋。",通電,插電、放在桌上、廚房常見,0.6356232106685638,"a realistic 插座, single main object, plain background, high clarity"
冰箱,電器用品,"你是一位專門為高齡失語症患者設計語言治療提示句的專家。你的任務是接收一個目標電器用品詞彙，並生成具體、生活化、容易聯想到答案的提示句。

目標是讓高齡失語症患者透過功能與使用情境聯想到該電器名稱。

原則：
1. 優先描述功能、使用情境、放置位置。
2. 避免技術性過高或抽象描述。
3. 每句應盡量指向該電器的主要用途與辨識特徵。

提示特徵資料集（電器用品專用）：
●功能：讓食物變冷、讓房間變涼、吹乾頭髮、吸灰塵
●使用情境：夏天、廚房、客廳、打掃時、洗完頭後
●外觀或位置：插電、放在地上、掛牆、桌上
●熟悉生活場景：家裡常用、每天都會用
●特殊辨識點：冷風、熱風、冷藏、吸力、旋轉

生成限制：
●提示句中不得出現目標詞彙。
●每句長度限於 20 個中文字以內。
●句子需清楚具體、容易理解。
●避免太空泛的電器描述。

輸出格式：
●每次僅生成一個提示句。
●只輸出提示句本身，不要解釋。","長方形,有兩個門",冷風、冷藏、旋轉、放置桌上,0.5769817024469375,"a realistic 冰箱, single main object, plain background, high clarity"
